company_codes,desc,industry_codes,publication_date,region_codes,title
",linkd,linkd,dwitd,cnyc,ncnbco,onlnfr,gldmns,dstmlr,","LinkedIn said to hire banks

for advising on 2011 IPO",",iint,imed,isocial,",1294444800000,",usal,namz,usa,uss,",LinkedIn said to hire banks for advising on 2011 IPO
",onlnfr,onlnfr,twnit,","Can Facebook and Twitter help turn out the vote in San Francisco's mayoral race? A small Web company called Votizen Inc. is trying to find out.

The Mountain View company aims to bring political campaigning into the social-network age to target potential voters who might be receptive to a pitch for a candidate.",",isocial,iint,imed,",1318464000000,",usa,usca,usw,sfra,namz,",Bay Area -- Small Business: Election Site Taps Social Networks
",syruv,twnit,","SYRACUSE, N.Y., Jan. 19 -- Syracuse University issued the following news release:

Syracuse University is ranked No. 2 in a listing of ""The Most Influential Colleges on Twitter"" created by Klout, (http://klout.com/) a company that measures influence on the social web.",",iint,imed,isocial,",1295395200000,",usa,namz,",Syracuse University is Second Most Influential College on Twitter
",linkd,","10:59 EDT Linkedin shares head lower as more borrows become available, support is at $84",",iint,imed,isocial,",1306800000000,",usa,namz,","10:59 EDT Linkedin shares head lower as more borrows become available, support..."
",onlnfr,","Have you ever heard the terms Twitterature, Twiller or Twiction? Or maybe Facebook fiction? If not, you're seriously missing out on the trend that has started since 2009 and is slowly gathering steam with more and more curious, excited, indie writers jumping the bandwagon of churning out Twitter and Facebook literature.

Although Twiction and Facebook fiction are forms that are still in their stages of infancy, it is an expected turn in the world of literature. Not that all literature will be published in the 140 character style from now onwards, but this fresh, irreverent style of looking at the play of words and ideas is a change we must check out, if not accept immediately.",",isocial,iint,imed,",1326240000000,",india,asiaz,bric,devgcoz,dvpcoz,indsubz,sasiaz,",Where is our literature headed with Twitter and Facebook fiction?
",onlnfr,onlnfr,","BANGALORE: Himalaya Herbal Healthcare (Himalaya) and its creative agency Meridian have decided to tap selected facebook community members for creating awareness about its hand sanitizer Pure Hands and to create video content and/or ideation for ads through a contest (www.facebook.com/himalayapurehandsvideocontest (http://www.facebook.com/himalayapurehandsvideocontest)).

The TG is the India youth and Himalaya has roped in 15 colleges from Bangalore to take part in the competition with the winning team walking away with Rs 100,000. The first and second runners-up win Rs 50,000 and Rs 25,000 respectively. The contest began about two weeks ago and will close by the end of this month. The competition invites young minds to make a video for Pure Hands that will highlight the product benefits in an exciting way.",",imed,iint,isocial,",1297814400000,",india,banga,karna,asiaz,bric,devgcoz,dvpcoz,indsubz,sasiaz,",Himalaya Healthcare to use social media for ad idea for Pure Hands
",syruv,twnit,","SYRACUSE, N.Y., Jan. 19 -- Syracuse University issued the following news release:

Syracuse University is ranked No. 2 in a listing of ""The Most Influential Colleges on Twitter"" created by Klout, (http://klout.com/) a company that measures influence on the social web.",",iint,imed,isocial,",1295395200000,",usa,namz,",Syracuse University is Second Most Influential College on Twitter
",linkd,","10:59 EDT Linkedin shares head lower as more borrows become available, support is at $84",",iint,imed,isocial,",1306800000000,",usa,namz,","10:59 EDT Linkedin shares head lower as more borrows become available, support..."
",onlnfr,","Have you ever heard the terms Twitterature, Twiller or Twiction? Or maybe Facebook fiction? If not, you're seriously missing out on the trend that has started since 2009 and is slowly gathering steam with more and more curious, excited, indie writers jumping the bandwagon of churning out Twitter and Facebook literature.

Although Twiction and Facebook fiction are forms that are still in their stages of infancy, it is an expected turn in the world of literature. Not that all literature will be published in the 140 character style from now onwards, but this fresh, irreverent style of looking at the play of words and ideas is a change we must check out, if not accept immediately.",",isocial,iint,imed,",1326240000000,",india,asiaz,bric,devgcoz,dvpcoz,indsubz,sasiaz,",Where is our literature headed with Twitter and Facebook fiction?
",onlnfr,onlnfr,","Students' Facebook pages may hold clues as to which of them are at risk for alcohol dependence and abuse.

Researchers led by Megan Moreno from the University of Wisconsin-Madison found that students who had pictures or posts about getting drunk or blacking out were more likely to be at risk of drinking problems, based on a screening test.",",iint,imed,isocial,",1317772800000,",safr,africaz,devgcoz,dvpcoz,souafrz,vista,",Facebook boozer clue
",onlnfr,onlnfr,","LONDON (AP) - When the English Defense League sprang to life two years ago, it had fewer than 50 members -- a rough-and-tumble bunch of mostly white guys shouting from a street corner about what they viewed as uncontrolled Muslim immigration.

Now, the far-right group mentioned by confessed Norway gunman Anders Behring Breivik as an inspiration says its ranks have swollen to more than 10,000 people, a spectacular rise its leaders attribute to the immense global power of Facebook and other social networking sites.",",iint,imed,isocial,",1311952413000,",uk,norw,usa,gfr,dach,eecz,eurz,namz,nordz,scandz,weurz,",Far-right membership swells on Facebook and other sites since Norway massacre
",onlnfr,onlnfr,","Students' Facebook pages may hold clues as to which of them are at risk for alcohol dependence and abuse.

Researchers led by Megan Moreno from the University of Wisconsin-Madison found that students who had pictures or posts about getting drunk or blacking out were more likely to be at risk of drinking problems, based on a screening test.",",iint,imed,isocial,",1317772800000,",safr,africaz,devgcoz,dvpcoz,souafrz,vista,",Facebook boozer clue
",onlnfr,","SECRETARY OF STATE HILLARY RODHAM CLINTON SOCIAL MEDIA DIALOGUE WITH DR. AHMED GHANIM OF EGYPT'S MASRAWY.COM, AS RELEASED BY THE STATE DEPARTMENT

FEBRUARY 23, 2011",",isocial,iint,imed,",1298419200000,",usa,egypt,israel,palest,cairo,africaz,asiaz,devgcoz,dvpcoz,meastz,medz,nafrz,namz,wasiaz,",SECRETARY OF STATE HILLARY RODHAM CLINTON SOCIAL MEDIA DIALOGUE WITH DR. AHMED GHANIM OF EGYPT'S MASRAWY.COM - NEWS EVENT
",onlnfr,yahcor,onlnfr,","""Angry Birds"", the most-downloaded mobile app of 2011, was catapulted to the world of Facebook on Tuesday in a bid by its Finnish maker Rovio to get one billion people playing the addictive game.

True to the game's quirky theme, a bird flung at a pig on a giant screen marked its official Facebook launch in Jakarta, the world's most Facebook-connected city.",",iint,imed,isocial,",1329214516000,",indon,fin,jakar,apacz,asiaz,devgcoz,dvpcoz,eecz,eurz,nordz,seasiaz,vista,weurz,",Angry Birds fly to Facebook
",onlnfr,goog,onlnfr,","Srinagar, Sept. 10 -- A mother who finds Facebook creepy, has launched a new social networking site to meet the needs of those who are over and done with facial recognition and other marketing ploys whereby their information is used.

UmeNow.com founder Evelyn Castillo-Bach aims to provide social networkers on the web a way to connect with friends, family and colleagues without giving up their right to privacy",",iint,imed,isocial,",1315612800000,",kash,asiaz,bric,devgcoz,dvpcoz,india,indsubz,sasiaz,",'Super-private' network aiming to kill Facebook
",twnit,","Text of report entitled: ""Kagame among top world Twitter users"" published in English by Rwandan newspaper The New Times website on 21 June

President Paul Kagame has featured among the 2011 top influential users of Twitter.",",imed,iint,isocial,",1308641411000,",rwanda,africaz,dvpcoz,eafrz,",Rwandan president featured in list of world's top Twitter users
",onlnfr,onlnfr,","Islamabad, Oct. 22 -- Facebook is right on top of the list of activities on which office-goers in Pakistan waste their time, a survey said Friday. The Daily Times undertook a survey to find out how Pakistanis kill time in office. It showed that besides gossiping on the office premises, there are a slew of web-based applications that people are hooked to. Among these, Facebook tops the list of office time wasters, the survey showed. Earlier, people wasted time through the MSN Messenger. But over the years other chatting softwares have been developed. Now, Twitter, online video games and popular video search engine Youtube are among the top office time wasters. With the advent of mobile internet and BlackBerry phones, accessing these web applications is not difficult at all, the media report said. Employees, who admitted that they use Facebook, said there was no harm in it as long as they did their work on time.",",iint,imed,isocial,",1287705600000,",pakis,asiaz,devgcoz,dvpcoz,indsubz,sasiaz,",Pakistani office-goers waste maximum time on Facebook
",jiycom,jiycom,","SHANGHAI, April 26, SinoCast -- Jiayuan.com, one of the most renowned online dating service providers in China, is confronted with pressure from consumer confidence crisis on its way to a US listing.

A group of paid users are considering put Jiayuan.com in the court for an alleged spread of false information on its website, a move that market observers say will cast more clouds on the Shanghai-based company's planned initial public offering (IPO).",",iint,imed,isocial,",1303776000000,",china,usa,apacz,asiaz,bric,chinaz,devgcoz,dvpcoz,easiaz,namz,",Jiayuan.com under Consumer Confidence Pressure
",onlnfr,onlnfr,","Several businesses have already found a friend in social networking site Facebook, as they have already used its features to promote their products and services. But FB is going to be more appealing to business-minded individuals once they find out that it can have the look of an online shopping center.

If you are having the idea of making your own online boutique on the site, yes that's what we are talking about. This is made possible by ShopIgniter, a social eCommerce solution that helps practically any company to generate revenue through social media efforts.",",iint,imed,isocial,",1284508800000,",phlns,asiaz,devgcoz,dvpcoz,seasiaz,apacz,",Your Own Business Shop on Facebook with ShopIgniter
",onlnfr,onlnfr,","Facebook today launched a new mobile messenger app that will allow users to send and receive text messages, and share photos and location details directly with a friend or a group of friends on their mobile phones.

According to media reports, the app allows messages to be delivered via push notifications to those with the app, and SMS, Facebook Chat, or Facebook Messages to those without it.",",iint,imed,isocial,",1312934400000,",india,asiaz,bric,devgcoz,dvpcoz,indsubz,sasiaz,",Facebook takes next step in mobile texting with new messenger app
",onlnfr,onlnfr,","Rancho Santa Margarita, CA, December 07, 2011 --(PR.com)-- Facebook can highlight personal photos, promote special offers and offer up-to-date information, on both hard news and light gossip. To build on the power of social media in the fitness industry, John Spencer Ellis, the founder of John Spencer Ellis Enterprises, a leading national fitness and personal development solutions company, is now using his Facebook page to take questions from personal trainers and other fitness pros and then respond to the queries via his video blog.

Recent questions and responses have revolved around new ways to build personal training clientele, the state of the fitness and coaching industry, licensing and regulation, effective old-school training methods, client follow-through and follow-up, and more.",",iint,imed,isocial,",1323216000000,",usa,namz,",Fitness Guru John Spencer Ellis Engages Social Media to Offer Free Video Advice for Personal Trainers.
",onlnfr,onlnfr,","Aug. 21--OGDEN -- Kelly Reiss isn't creepy -- she promises. The 20-year-old from Lehighton, Pa., found her three roommates at University Village at Weber State University for this fall in an unlikely place: Facebook.

""I knew absolutely no one in Utah,"" Reiss said. ""I really wanted to start meeting people. I asked a couple of my friends at home if it would be weird if I just started Facebooking random people that I look like I'd be friends with.",",iint,imed,isocial,",1282348800000,",usut,namz,usa,usw,",New Facebook friends now WSU roomies
",onlnfr,onlnfr,","Would you be OK with your child becoming friends with his or her teacher on Facebook?

That's the question a member of Indy Moms Like Me (indy momslikeme.com) posted after learning that educators in Missouri (who say they use social media sites for lessons and to stay connected to students) are upset about a new state law that limits teachers' contact with students on such websites.",",iint,imed,isocial,",1315094400000,",usa,usin,namz,usc,","Can teachers, kids be FB pals?"
",twnit,","New Delhi, July 11 (PTI) -- He generated over 10,000

followers on Twitter within 24 hours of joining the microblogging site last year. Now, Bollywood's King Shah Rukh Khan has created another record by crossing the one million mark on twitter. The 45-year-old actor joins the likes of Cricketer Sachin Tendulkar, author/politician Shashi Tharoor and actress Priyanka Chopra who have all attained this feat. ""Celebrating the million mark by watching Bambi with my daughter. Feeling the warmth...thanx all. Love u,"" Shah Rukh tweeted. Last month Chopra became the first Bollywood actress to have over a million followers on Twitter. Other Bollywood celebrities who are on the verge of breaking the milion mark on twitter are Amitabh Bachchan who has 897,659 followers and actor Salman Khan with 817,568 followers. PTI CORR BK 07111239",",iint,imed,isocial,",1310342400000,",india,asiaz,bric,devgcoz,dvpcoz,indsubz,sasiaz,",Shah Rukh Khan becomes a millionaire on twitter
",twnit,wkleak,twnit,onlnfr,goog,","WASHINGTON -- Investigative documents in the WikiLeaks probe spilled out into the public domain Saturday for the first time, pointing to the Obama administration's determination to assemble a criminal case no matter how long it takes and how far afield authorities have to go.

Backed by a magistrate judge's court order from Dec. 14, the newly disclosed documents sent to Twitter Inc. by the U.S. attorney's office in Alexandria, Va., demand details about the accounts of WikiLeaks founder Julian Assange and Pfc. Bradley Manning, the Army intelligence analyst who's in custody and suspected of supplying WikiLeaks with classified information.",",iint,imed,isocial,",1294531200000,",usa,usdc,namz,use,",Papers show intent to mount legal case against WikiLeaks
",onlnfr,onlnfr,","SAN JOSE, Calif. -- Facebook will launch a series of privacy upgrades on Thursday, giving users more control of how they share personal content, as well as the ability to limit some information their contacts can post about them.

Rather than forcing a user to dig into their settings menu to limit who can see a photo or status update they have shared, Facebook will put those menu choices directly on the controls of the post. Facebook will also begin allowing users to veto ""tags,"" or profile identifiers, on photos and posts shared by others. Users won't be able to stop someone else from posting a photo of them or mentioning them in a post, but Facebook will allow users to block having their profile attached to the content.",",iint,imed,isocial,",1314144000000,",usca,namz,usa,usw,",Facebook makes series of privacy upgrades
",hewlp,mcrost,onlnfr,onlnfr,","You might want to think twice about bad-mouthing your former boss on Facebook or posting those racy pictures of yourself from last night's rollicking bachelor party. It could cost you a new job.

In a twist on the exploding use of online social media, employers in the Bay Area and nationwide are poring over the websites to weed out job applicants whose posts reveal that they use foul language, take drugs, associate with gangs or have other questionable characteristics. Some employers are even demanding that job candidates disclose their social network user names and passwords.",",iint,imed,isocial,",1326672000000,",usca,namz,usa,usw,",Those Facebook posts could cost you a job
",onlnfr,onlnfr,","Kokomo — Mike Karickhoff attributes his Facebook use to his daughters.

That’s not to say he blames it on them, or that he praises them for it. Just in a matter-of-fact way, Karickhoff was introduced two years ago to a form of media he was somewhat wary of.",",isocial,iint,imed,",1296864000000,",usin,namz,usa,usc,",Bridging the gap; Local politicos warming to social media to connect with constituents
",onlnfr,onlnfr,","Dec 01, 2010 (WENN via COMTEX) -- One in five divorces in America now stems from, or is linked to, the use of social networking site Facebook.com, according to new statistics. Researchers also discovered that there has been a notable rise in lawyers' use of social media for evidence of cheating in divorce proceedings. It has been shown that many people who are going through a divorce have got back in contact with former partners through Facebook and Twitter.com, as well as MySpace. The survey, conducted by the American Academy of Matrimonial Lawyers, showed that 66 per cent of attorneys cited Facebook as the primary source of evidence in a divorce case, followed by MySpace and Twitter. Divorce-Online's Mark Keenan reveals, ""The most common reason seemed to be people having inappropriate sexual chats with people they were not supposed to."" (KD/WNWC/CL) ",",iint,imed,isocial,",1291252841000,",usa,namz,",ONE IN FIVE DIVORCES INVOLVE FACEBOOK
",onlnfr,onlnfr,","Kokomo — Mike Karickhoff attributes his Facebook use to his daughters.

That’s not to say he blames it on them, or that he praises them for it. Just in a matter-of-fact way, Karickhoff was introduced two years ago to a form of media he was somewhat wary of.",",isocial,iint,imed,",1296864000000,",usin,namz,usa,usc,",Bridging the gap; Local politicos warming to social media to connect with constituents
",onlnfr,onlnfr,","SAN JOSE, Calif. -- Facebook will launch a series of privacy upgrades on Thursday, giving users more control of how they share personal content, as well as the ability to limit some information their contacts can post about them.

Rather than forcing a user to dig into their settings menu to limit who can see a photo or status update they have shared, Facebook will put those menu choices directly on the controls of the post. Facebook will also begin allowing users to veto ""tags,"" or profile identifiers, on photos and posts shared by others. Users won't be able to stop someone else from posting a photo of them or mentioning them in a post, but Facebook will allow users to block having their profile attached to the content.",",iint,imed,isocial,",1314144000000,",usca,namz,usa,usw,",Facebook makes series of privacy upgrades
",onlnfr,onlnfr,","POLICE say the man known as the ""Facebook rapist"" is now wanted for a second rape of a model.

The man, who goes by the name of Thomas Bester, one of at least 13 aliases, was initially wanted for the rape of a model in Durban, among other crimes.",",iint,imed,isocial,",1317772800000,",safr,durban,africaz,devgcoz,dvpcoz,souafrz,vista,",Another 'Facebook rapist' victim
",onlnfr,onlnfr,","LONDON _ A British juror will be sent to jail for discussing a drug and corruption trial with a defendant on Facebook, a judge said Tuesday.

Justice Igor Judge told Joanne Fraill _ the first juror in Britain to be convicted for using the Internet during a trial_ that she would get a prison term when she is sentenced later in the week. The maximum sentence for contempt is two years in jail",",iint,imed,isocial,",1308072000000,",uk,eecz,eurz,weurz,",British juror faces jail for discussing trial with defendant on Facebook
",onlnfr,onlnfr,","POLICE say the man known as the ""Facebook rapist"" is now wanted for a second rape of a model.

The man, who goes by the name of Thomas Bester, one of at least 13 aliases, was initially wanted for the rape of a model in Durban, among other crimes.",",iint,imed,isocial,",1317772800000,",safr,durban,africaz,devgcoz,dvpcoz,souafrz,vista,",Another 'Facebook rapist' victim
",onlnfr,onlnfr,","WASHINGTON, May 11 -- Rep. Edward J. Markey, D-Mass. (7th CD), issued the following news release:

Rep. Edward J. Markey (D-Mass.) and Rep. Joe Barton (R-Texas) today sent a letter asking Facebook CEO Mark Zuckerberg to respond to questions about the privacy problems reported in The Wall Street Journal. The article reports that a security vulnerability on Facebook provided advertisers, analytics firms and other third parties the capability to access Facebook users' accounts and personal information. Reps. Markey and Barton, co-Chairmen of the Bi-Partisan Congressional Privacy Caucus, wrote to Facebook in fall 2010 after The Journal reported a series of privacy breaches that affected ""tens of millions"" of Facebook users whose personal information was leaked to third party applications, even those who adjusted their privacy settings to the strictest settings possible settings.",",iint,imed,isocial,",1305072000000,",usa,usdc,namz,use,","Markey, Barton Press Facebook on Latest Privacy Problem"
",qucrrs,onlnfr,onlnfr,bigmac,","COURT proceedings against a man dubbed the Facebook Bandit have been adjourned until next week.

Justin Grant, 21, was charged with escaping from lawful custody after being arrested by police at McDonald's restaurant, Idalia on Friday.",",iint,imed,isocial,",1280102400000,",austr,ausnz,apacz,",Facebook Bandit `agitated' in cell
",onlnfr,onlnfr,twnit,","Facebook and Twitter on Thursday will meet with riot-spooked British officials to discuss how social networks can play roles in keeping people safe during civil unrest.

The focus of a lunchtime meeting with the British Home Secretary has shifted from the notion of blocking social networks during riots to how police can use them to inform law-abiding citizens and track down wrong-doers.",",isocial,iint,imed,",1314250671000,",uk,namz,usa,eecz,eurz,weurz,",Facebook-Twitter to face riot-spooked British officials
",onlnfr,onlnfr,","An argument over posting inappropriate pictures of a former girlfriend on Facebook has left a man facing firearms charges in the Christchurch District Court.

Samuel Smith was charged with pointing a shotgun at the 17 year-old girl's father and his associate, after they confronted him about the photos.",",iint,imed,isocial,",1291852800000,",nz,ausnz,apacz,",Man appears in court after argument over Facebook
",onlnfr,","Jan 30, 2012 (The New Times/All Africa Global Media via COMTEX) -- The significance of the microblogging site, Twitter is slowly gathering some space in people's lives. In a space of two weeks, The New Times has run three stories on Twitter and how it is being used in Rwanda.

I happen to use the facility and I follow folks from different parts of the world. Since I love to perceive myself as an East African I do have a fair share of Rwandans, Ugandans, Kenyans, Tanzanians as well as Burundians on my list of followers. I must admit though that I have found the Kenyans to be more effective users of Twitter.",",isocial,iint,imed,",1327943251000,",rwanda,africaz,kenya,tanza,uganda,devgcoz,dvpcoz,eafrz,",Let's Join Kenyans in Naming and Shaming [opinion]
",cfnura,onlnfr,onlnfr,","President Obama comes to Silicon Valley on Wednesday for the second time in three months to talk about the economy and jobs - and what a difference a re-election campaign makes.

In February, Obama went to the Peninsula town of Woodside for an exclusive dinner with high-tech billionaires including Apple's Steve Jobs and Facebook's Mark Zuckerberg, where the economy was billed as Topic A.",",iint,imed,isocial,",1303171200000,",usa,sfra,namz,usca,usw,",Campaign funds a key goal of visit by Obama
",onlnfr,onlnfr,","This jury of one has returned a verdict on the prospects of making money off the Internet, at least when it comes to personal income. My opinion isn't worth spit, and I got the Facebook posts to prove it.

Call me the Facebook Status Artist. I herald that title in all caps for very deep economic reasons. We who strive in the online marketplace of ideas are fighting for every 15 minutes of fame we can get whether anyone else gives a ding-dang or not.",",iint,imed,isocial,",1285459200000,",usok,namz,usa,uss,",If only Facebook 'likes' translated to cash
",onlnfr,","Social media isn't just a way to fritter away time, it is vital to organisations' future.

Rory Cellan-Jones agrees, but asks why not join in rather than just read about it?",",isocial,iint,imed,",1333238400000,",uk,eecz,eurz,weurz,",Books: A new cultural revolution
",onlnfr,mcrost,comcst,onlnfr,","For Randi Zuckerberg and for the company so tied to her last name -- -- the 2008 presidential election was a defining moment both for the company and for the older sister of its founder, .

""It was our singular mission to show that people on Facebook were talking about real topics ... not just frivolous poking,"" Randi Zuckerberg, Facebook's longtime marketing director, said Wednesday.",",iint,imed,isocial,",1317168000000,",usa,namz,",Zuckerberg -- the other one-- talks about social media
",onlnfr,onlnfr,mtrol,","She has redefined Facebook's mantra of staying connected. In just three years, Kirthiga Reddy has moved from being a casual user of this globally popular social networking medium to depending on it to stay connected with family and friends in another country, to building its operations in India from the ground up. In July 2010, Reddy, found herself in her ""dream come true job"" when she joined Facebook as its first employee in India.

Reddy had earlier been with well-known companies such as Silicon Graphics and Motorola. At Silicon Graphics, she was the youngest director of engineering and the only woman in this role in her team. Reddy was the first in her family to get a technical and business degree in the United States. She holds a master's in business administration from Stanford University and an M.S. in computer engineering from Syracuse University.",",iint,imed,isocial,",1305417600000,",india,usa,asiaz,bric,devgcoz,dvpcoz,indsubz,namz,sasiaz,",Facebook India's Kirthiga Reddy
",onlnfr,","Suppose Twitter never existed, think of how incomplete our lives would be. Going on last week alone, Rory McIlroy would still be the nation's favourite, cuddly toy. Ger Loughnane's family would have been spared the perpetuation of a despicable hoax. The bitter criricism of a GAA referee probably wouldn't have gone beyond the walls of an angry dressing-room.

No doubt, Twitter has its purposes. So too, I imagine, has germ warfare. But would the world be a lesser place without it?",",isocial,iint,imed,",1312156800000,",ire,eecz,eurz,weurz,",TWITTER TWITS
",pktlau,onlnfr,onlnfr,","LAHORE: The Lahore High Court Chief Justice Ijaz Ahmed Chaudhry on Monday disposed of a petition against the profane material on the Facebook, after the Deputy Attorney General gave assurance on the behalf of the federal government that no material sacrilegious and blasphemous to the honour and respect of Holy Prophet (SAW) and the Holy Quran would be allowed to be shown on the websites and that the ministries concerned were taking all possible measures to block such websites and check public access to them.

The DAG, Naveed Inayat Malik, said government was also aware of the public sentiments in this regards as such it had already set on to check any objectionable material which hurts the religious sentiments, to be posted on the websites. As such it was also working stop access to anti-Islam sites.",",iint,imed,isocial,",1298937600000,",pakis,laho,asiaz,devgcoz,dvpcoz,indsubz,sasiaz,",Plea against Facebook disposed of
",onlnfr,yoinco,onlnfr,twnit,","MUMBAI: 2011 was a groundbreaking year for the International Rugby Board and the world of social media which millions of Rugby fans were integral to.

Rugby World Cup 2011 became the most successful and largest sporting event to use platforms including Facebook, Twitter and Flickr, whilst one of the online Sevens videos surpassed one million views on YouTube this year, the first IRB video to do so.",",iint,imed,isocial,",1325030400000,",mumbai,asiaz,bric,devgcoz,dvpcoz,india,indsubz,mahara,sasiaz,",Rugby World Cup 2011 had a handle to social media
",onlnfr,twnit,","With a new celebrity fracas played on Twitter each week, Haimanti Mukherjee asks if it's time to lay down rules of navigating this virtual space with dignity

DOES it take just a hashtag for the impeccably mannered to mutate into the boorish? Ayesha Takia and Siddharth Mallya would have us believe so.",",iint,imed,isocial,",1329609600000,",india,asiaz,bric,devgcoz,dvpcoz,indsubz,sasiaz,",Let's say grace
",onlnfr,onlnfr,","Beginning Dec. 6, you will notice a change to our commenting system.

We will be using Facebook comments on articles to create a more civil environment for conversation, and to give everyone an easier way to share thoughts with their friends.",",iint,imed,isocial,",1322524800000,",usa,uswi,namz,usc,",Herald Times Reporter story comments switching to Facebook next week
",unteda,onlnfr,onlnfr,","Facebook is no more a platform for friends only, users of the social network can now add their enemies too.

A University of Texas scientist has created a new app, which lets you add Enemies to your Facebook profile - including real victims from your friends list, or from other users of the app.",",iint,imed,isocial,",1332806400000,",india,asiaz,bric,devgcoz,dvpcoz,indsubz,sasiaz,","Now, you can add enemies to your Facebook profiles"
",onlnfr,onlnfr,","Le site Facebook a indiqué mercredi qu'il n'avait pas constaté de changement dans son trafic en Egypte alors que des informations faisaient état d'une impossibilité de se connecter au site internet dans le pays en prise à des manifestations anti-gouvernementales.

""Nous avons entendu parler d'informations faisant état de perturbations du service mais n'avons pas constaté de changement majeur dans le trafic (du site) en Egypte"", a indiqué dans un courriel à l'AFP Andrew Noyes, un porte-parole de Facebook.",",iint,imed,isocial,",1296068422000,",egypt,namz,usa,africaz,devgcoz,dvpcoz,meastz,medz,nafrz,",Pas de changement particulier dans le trafic de Facebook en Egypte (porte-parole)
",onlnfr,onlnfr,","Le site Facebook a indiqué mercredi qu'il n'avait pas constaté de changement dans son trafic en Egypte alors que des informations faisaient état d'une impossibilité de se connecter au site internet dans le pays en prise à des manifestations anti-gouvernementales.

""Nous avons entendu parler d'informations faisant état de perturbations du service mais n'avons pas constaté de changement majeur dans le trafic (du site) en Egypte"", a indiqué dans un courriel à l'AFP Andrew Noyes, un porte-parole de Facebook.",",iint,imed,isocial,",1296068422000,",egypt,namz,usa,africaz,devgcoz,dvpcoz,meastz,medz,nafrz,",Pas de changement particulier dans le trafic de Facebook en Egypte (porte-parole)
",onlnfr,onlnfr,","Srinagar, Jan. 20 -- Social media giant Facebook released dozens of new applications to let users catalogue every aspect of their lives, from movies to books to food to fashion, and share them with friends.

""Whatever you love, whatever story it is you want to tell, you can add that to your timeline,"" said Carl Sjogreen, director of platform products for Facebook.",",isocial,iint,imed,",1327017600000,",kash,asiaz,bric,devgcoz,dvpcoz,india,indsubz,sasiaz,",Facebook adds 60 new apps to hook users
",onlnfr,onlnfr,","Hudson Square Research has published a research report on Facebook (NASDAQ: FB) and has initiated coverage with a Hold rating.

In the report, Hudson Square writes, ""While we very much like the Facebook long term story, given 1) the recent slowdown in revenues, 2) the near and medium term risk that mobile monetization issues will persist, 3) our expectation for near term margin compression, and 4) a valuation of 73x 2012 earnings vs. 19x for its peers, we cannot recommend the stock at this juncture. We might be more constructive on a pullback and / or a reacceleration of growth.""",",iint,imed,isocial,",1337600451000,",usa,namz,",UPDATE: Hudson Square Research Initiates Facebook at Hold
",unteda,onlnfr,onlnfr,","Facebook is not just about reaching out to friends but also foes as a new application allows you to add enemies to your profile.

EnemyGraph is a new application, available for free to all facebook users, which lets you add enemies to your Facebook profile, including real victims from your friends list, or from other users of the application.",",iint,imed,isocial,",1332806400000,",india,asiaz,bric,devgcoz,dvpcoz,indsubz,sasiaz,",Have an enemy list on your FB account!
",lvgsoc,lvgsoc,snyco,onlnfr,intpub,","It's turning into a banner summer for old-fashioned, airborne advertising.

Even online daily-deals company LivingSocial chose not to rely solely on the Internet when it launched in San Francisco a new smartphone-app service two weeks ago: It took to the skies. The company, which is backed by America Online co-founder Steve Case, commissioned five planes to script ""Dollar Lunch Day"" in fluffy letters with exhaust vapor high above the city.",",iint,imed,isocial,",1311811200000,",usa,namz,",Summer Forecast: Sunny With a Chance of Ads
",onlnfr,onlnfr,","Srinagar, Jan. 20 -- Social media giant Facebook released dozens of new applications to let users catalogue every aspect of their lives, from movies to books to food to fashion, and share them with friends.

""Whatever you love, whatever story it is you want to tell, you can add that to your timeline,"" said Carl Sjogreen, director of platform products for Facebook.",",isocial,iint,imed,",1327017600000,",kash,asiaz,bric,devgcoz,dvpcoz,india,indsubz,sasiaz,",Facebook adds 60 new apps to hook users
",onlnfr,onlnfr,","PREMIER Lara Giddings has flagged the need for her government to sell itself better in the booming world of social media.

Ms Giddings said yesterday she believed misinformation on Facebook, Twitter and the internet had played a part in the defeat of Education, Children's and Police Minister Lin Thorp.",",iint,imed,isocial,",1304985600000,",austr,apacz,ausnz,",Premier points finger at unruly Facebook
",lvgsoc,lvgsoc,","Online voucher company Groupon has made its preliminary filing for an IPO expected some time this year. But it's not the only daily-deal website that hopes to go public: LivingSocial is also planning an IPO later this year – depending, of course, on the markets.

And it has already started the hype machine: In the U.S. alone, LivingSocial sold more than four million daily deals during the second quarter of 2011, according to a study released on Tuesday by the website.",",iint,imed,isocial,",1312934400000,",usa,namz,",SOCIAL MEDIA / MAKE MINE A CUPCAKE
",onlnfr,","SANTA FE, N.M., Sept. 12 -- The New Mexico Department of Regulations and Licensing issued the following news release:

New Mexico Regulation and Licensing Superintendent J. Dee Dennis, Jr. today warned investors against potential scams on popular social networking sites such as Facebook, Twitter and LinkedIn.",",isocial,iint,imed,",1315785600000,",usnm,namz,usa,usw,",Regulation & Licensing Department Cautions Against Investor Schemes on Social Networks
",ghftbl,onlnfr,twnit,","Jan 18, 2012 (Accra Mail/All Africa Global Media via COMTEX) -- The Ghana Football Association (GFA) has launched its own official Facebook page and official Twitter account. The GFA is one of the first football associations in Africa to officially embark on such a project.

This is part of the strategy by the newly-created Communications Division of the GFA to connect with the media and public.",",isocial,iint,imed,",1326884550000,",ghana,africaz,devgcoz,dvpcoz,wafrz,",FA Launches Facebook and Twitter Accounts
